-0.54108,21.399,1
1.9817,22.273,1
4.4382,23.059,1
6.8335,23.888,1
9.3021,24.768,1
11.928,25.524,1
14.754,25.925,1
17.75,25.64,1
20.576,24.358,1
22.787,22.028,1
23.599,18.733,1
22.853,15.694,1
21.244,13.143,1
19.151,11.215,1
17.577,9.7016,1
16.888,7.9434,1
16.885,5.8983,1
17.563,4.436,1
19.181,3.6813,1
21.501,3.3354,1
23.89,3.2945,1
26.263,3.5642,1
28.669,4.1089,1
31.138,4.7854,1
33.669,5.4636,1
36.283,6.0482,1
39.027,6.404,1
41.941,6.2852,1
44.91,5.2013,1
47.176,3.0243,1
48.571,0.41633,1
49.332,-2.3704,1
49.48,-5.3035,1
48.797,-8.2624,1
47.236,-10.86,1
45.117,-12.873,1
42.731,-14.387,1
40.214,-15.528,1
37.629,-16.383,1
35.008,-17.014,1
32.369,-17.463,1
29.673,-17.738,1
26.829,-17.668,1
23.919,-16.868,1
21.449,-15.443,1
19.391,-14.042,1
17.847,-13.504,1
16.203,-14.244,1
14.182,-15.742,1
11.542,-17.246,1
7.9225,-16.974,1
5.519,-15.486,1
3.4728,-14.236,1
1.3525,-13.371,1
-0.58871,-13.141,1
-2.1819,-13.873,1
-3.7531,-15.474,1
-5.1342,-17.424,1
-6.1935,-19.52,1
-7.1191,-21.895,1
-8.2553,-24.42,1
-10.379,-26.948,1
-14.348,-26.941,1
-16.739,-24.994,1
-18.446,-22.649,1
-19.591,-19.862,1
-19.766,-16.819,1
-19.501,-14.333,1
-19.847,-12.49,1
-20.968,-11.153,1
-22.912,-10.318,1
-25.337,-9.7122,1
-28.009,-8.9263,1
-30.674,-7.4098,1
-32.619,-4.8767,1
-33.52,-2.0535,1
-33.847,0.72107,1
-33.831,3.4746,1
-33.483,6.2346,1
-32.744,8.9207,1
-31.821,11.387,1
-31.015,13.737,1
-30.255,16.229,1
-29.283,18.806,1
-27.95,21.259,1
-26.366,23.485,1
-24.645,25.54,1
-22.688,27.507,1
-20.082,29.165,1
-16.415,29.094,1
-13.873,27.022,1
-12.479,24.037,1
-12.578,21.112,1
-12.191,19.483,1
-10.898,18.031,1
-9.3512,17.432,1
-7.4629,17.858,1
-5.351,18.947,1
-3.0495,20.253,1
-0.54108,21.399,1
0.54108,18.601,2
2.9023,19.418,2
5.3686,20.207,2
7.8578,21.069,2
10.258,21.925,2
12.597,22.6,2
14.881,22.928,2
17.013,22.732,2
18.87,21.89,2
20.2,20.51,2
20.602,18.856,2
20.109,16.907,2
18.97,15.101,2
17.258,13.543,2
15.144,11.457,2
13.932,8.4564,2
13.934,5.3582,2
15.498,2.2603,2
18.47,0.7669,2
21.257,0.34528,2
24.033,0.29786,2
26.792,0.6113,2
29.426,1.206,2
31.942,1.8951,2
34.404,2.555,2
36.834,3.0992,2
39.212,3.4098,2
41.452,3.3253,2
43.312,2.6624,2
44.742,1.2699,2
45.775,-0.67005,2
46.373,-2.8612,2
46.488,-5.0783,2
46.017,-7.1367,2
44.922,-8.9504,2
43.299,-10.486,2
41.324,-11.737,2
39.135,-12.728,2
36.815,-13.495,2
34.411,-14.074,2
31.955,-14.492,2
29.511,-14.742,2
27.194,-14.691,2
25.139,-14.127,2
23.142,-12.966,2
20.924,-11.463,2
17.605,-10.513,2
14.533,-11.752,2
12.4,-13.329,2
10.584,-14.403,2
9.1949,-14.257,2
7.2174,-13.014,2
4.8544,-11.573,2
2.1949,-10.492,2
-0.96617,-10.165,2
-4.0321,-11.512,2
-6.0832,-13.584,2
-7.6879,-15.85,2
-8.9605,-18.361,2
-9.9129,-20.801,2
-10.892,-22.989,2
-12.004,-24.426,2
-12.932,-24.295,2
-14.518,-22.978,2
-15.847,-21.15,2
-16.67,-19.178,2
-16.778,-17.083,2
-16.502,-14.429,2
-17.12,-11.241,2
-19.284,-8.6705,2
-22.058,-7.4422,2
-24.646,-6.7929,2
-26.931,-6.1269,2
-28.746,-5.1114,2
-29.918,-3.5706,2
-30.575,-1.4801,2
-30.851,0.87488,2
-30.837,3.2876,2
-30.54,5.6524,2
-29.907,7.9458,2
-29.017,10.32,2
-28.147,12.858,2
-27.399,15.31,2
-26.55,17.568,2
-25.416,19.652,2
-24.004,21.636,2
-22.406,23.543,2
-20.722,25.24,2
-19.002,26.366,2
-17.649,26.36,2
-16.238,25.176,2
-15.437,23.537,2
-15.571,21.316,2
-14.796,17.995,2
-12.675,15.614,2
-9.4531,14.433,2
-6.3242,15.082,2
-3.8426,16.354,2
-1.6492,17.6,2
0.54108,18.601,2
